"common_name","code","sci_name","code6","PassNonPass","IOCOrder","BLFamilyLatin","BLFamilyEnglish","BLFamSequID","Taxo","English","Diet.Inv","Diet.Vend","Diet.Vect","Diet.Vfish","Diet.Vunk","Diet.Scav","Diet.Fruit","Diet.Nect","Diet.Seed","Diet.PlantO","Diet.5Cat","ForStrat.watbelowsurf","ForStrat.wataroundsurf","ForStrat.ground","ForStrat.understory","ForStrat.midhigh","ForStrat.canopy","ForStrat.aerial","PelagicSpecialist","ForStrat.SpecLevel","Nocturnal","Family","Order","Total.individuals","Female","Male","Unknown","Complete.measures","Beak.Length_Culmen","Beak.Length_Nares","Beak.Width","Beak.Depth","Tarsus.Length","Wing.Length","Kipps.Distance","Secondary1","Hand.Wing.Index","Tail.Length","Mass","Habitat","Habitat.Density","Migration","Trophic.Level","Trophic.Niche","Primary.Lifestyle","Diet.FruitSeed","Pollinator","SeedDisperser","Insectivore"
"Unidentified Myiarchus Flycatcher","UMFL","Myiarchus sp.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Unidentified Oriole","UNOR","Icterus sp.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Unidentified Owl","UNOW","Strigidae (gen, sp)","STRGSP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Unidentified Parakeet","UNPK","Psittaciformes (gen, sp)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Unidentified Parrot","UNPA","Psittaciformes (gen, sp)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Unidentified Raptor","UNRA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Unidentified Sandpiper","USAN","Charadriiformes (gen, sp)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Unidentified Shorebird","UNSH","Charadriiformes (gen, sp)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Unidentified Sparrow","UNSP","Passerellidae (gen, sp)","PASGSP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Unidentified Stilt","UNST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Unidentified Swallow","UNSW","Hirundinidae (gen, sp)","HIRGSP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Unidentified Swift","UNSF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Unidentified Tanager","UNTA","Piranga sp.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Unidentified Thrasher","UTHR","Toxostoma sp.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Unidentified Towhee","UNTO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Unidentified Vireo","UNVI","Vireo sp.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Unidentified Wader","UWAD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Unidentified Warbler","UNWA","Parulidae (gen, sp)","PARGSP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Unidentified Waterfowl","UWAT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Unidentified Woodpecker","UNWO","Picinae (gen, sp)","PICGSP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Unidentified Wren","UNWR","Troglodytidae (gen, sp)","TRGGSP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Unidentified Yellowlegs","UNYE","Tringa sp.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vaux's Swift","VASW","Chaetura vauxi","CHAVAU","Nonpasseriformes","Apodiformes","Apodidae","Swifts",77,"BL3","Vaux's Swift",100,0,0,0,0,0,0,0,0,0,"Invertebrate",0,0,0,0,0,0,100,0,1,0,"Apodidae","Caprimulgiformes",9,4,5,0,4,5.3,2.8,2.4,2.2,10.1,111.3,77.1,34.4,69.2,38.8,17.1,"Forest",1,3,"Carnivore","Invertivore","Aerial",0,0,0,1
"Verdin","VERD","Auriparus flaviceps","AURFLA","Passeriformes","Passeriformes","Remizidae","Penduline-tits",155,"BL3","Verdin",70,0,0,0,0,0,10,10,10,0,"Invertebrate",0,0,70,30,0,0,0,0,NA,NA,"Remizidae","Passeriformes",8,2,6,0,7,9.8,7,3.2,3.9,15,52.1,7.6,45,14.4,48.9,6.8,"Shrubland",2,1,"Carnivore","Invertivore","Insessorial",20,0,0,1
"Vermilion Flycatcher","VEFL","Pyrocephalus rubinus","PYRRUB","Passeriformes","Passeriformes","Tyrannidae","Tyrant-flycatchers",105,"BL3","Vermilion Flycatcher",100,0,0,0,0,0,0,0,0,0,"Invertebrate",0,0,0,50,50,0,0,0,1,0,"Tyrannidae","Passeriformes",29,10,19,0,8,14.4,9.7,5.4,4,16.7,74.3,16.7,57.7,22.4,57.6,14.4,"Woodland",3,3,"Carnivore","Invertivore","Insessorial",0,0,0,1
"Vesper Sparrow","VESP","Pooecetes gramineus","POOGRA","Passeriformes","Passeriformes","Emberizidae","Buntings, American sparrows and allies",192,"BL3","Vesper Sparrow",50,0,0,0,0,0,0,0,50,0,"Omnivore",0,0,80,10,10,0,0,0,1,0,"Passerellidae","Passeriformes",5,2,3,0,4,12,7.7,4.9,6.6,20.1,78.6,18.8,60,23.9,59.6,25.7,"Grassland",3,3,"Omnivore","Omnivore","Generalist",50,0,1,1
"Violet-green Swallow","VGSW","Tachycineta thalassina","TACTHA","Passeriformes","Passeriformes","Hirundinidae","Swallows and martins",156,"BL3","Violet-green Swallow",100,0,0,0,0,0,0,0,0,0,"Invertebrate",0,0,20,20,20,20,20,0,1,0,"Hirundinidae","Passeriformes",12,4,7,1,4,9.9,5,3.6,3,11.3,115.5,63.6,53,54.5,48.1,14.1,"Forest",3,3,"Carnivore","Invertivore","Aerial",0,0,0,1
"Virginia Rail","VIRA","Rallus limicola","RALLIM","Nonpasseriformes","Gruiformes","Rallidae","Rails, crakes and allies",42,"BL3","Virginia Rail",20,0,20,20,0,0,0,0,20,20,"Omnivore",0,50,50,0,0,0,0,0,1,0,"Rallidae","Gruiformes",8,2,4,2,8,37.8,24.9,2.9,5.4,32.4,101,26.8,74.2,26.5,38.6,84.1,"Wetland",1,3,"Carnivore","Aquatic predator","Terrestrial",20,0,0,0
"Virginia's Warbler","VIWA","Leiothlypis virginiae","LEIVIR","Passeriformes","Passeriformes","Parulidae","New World warblers",171,"BL3","Virginia's Warbler",100,0,0,0,0,0,0,0,0,0,"Invertebrate",0,0,0,60,40,0,0,0,1,0,"Parulidae","Passeriformes",5,2,3,0,4,11.6,7.7,3,3.3,16.8,61.1,11.4,48.7,18.9,49.2,8.2,"Shrubland",2,3,"Carnivore","Invertivore","Insessorial",0,0,0,1
"Warbling Vireo","WAVI","Vireo gilvus","VIRGIL","Passeriformes","Passeriformes","Vireonidae","Vireos and allies",141,"BL3","Warbling Vireo",80,0,0,0,0,0,10,0,0,10,"Invertebrate",0,0,0,20,30,50,0,0,NA,NA,"Vireonidae","Passeriformes",21,5,13,3,11,14.3,7.5,3.7,3.7,17.6,70.1,16.5,53.5,23.5,51.3,12.7,"Forest",1,3,"Carnivore","Invertivore","Insessorial",10,0,0,1
"Western Bluebird","WEBL","Sialia mexicana","SIAMEX","Passeriformes","Passeriformes","Turdidae","Thrushes",178,"BL3","Western Bluebird",70,0,0,0,0,0,20,0,10,0,"Invertebrate",0,0,100,0,0,0,0,0,1,0,"Turdidae","Passeriformes",5,2,3,0,4,15.1,8.6,3.4,3.9,19.8,104.4,39.2,66.2,37.2,64.2,26.4,"Woodland",3,2,"Omnivore","Omnivore","Insessorial",30,0,1,1
"Western Flycatcher","WEFL","Empidonax difficilis","EMPDIF","Passeriformes","Passeriformes","Tyrannidae","Tyrant-flycatchers",105,"BL3","Pacific-slope Flycatcher",90,0,0,0,0,0,10,0,0,0,"Invertebrate",0,0,0,30,70,0,0,0,1,0,"Tyrannidae","Passeriformes",5,2,3,0,4,14.4,8.2,5.2,3.3,16,65,14.1,50.5,21.8,58.2,10.7,"Forest",1,3,"Carnivore","Invertivore","Insessorial",10,0,0,1
"Western Grebe","WEGR","Aechmophorus occidentalis","AECOCC","Nonpasseriformes","Podicipediformes","Podicipedidae","Grebes",21,"BL3","Western Grebe",10,0,0,90,0,0,0,0,0,0,"VertFishScav",100,0,0,0,0,0,0,0,1,0,"Podicipedidae","Podicipediformes",4,0,3,1,4,73.2,54.1,6.6,10.2,71.7,184.5,75.4,109,40.8,29.8,1137,"Wetland",3,3,"Carnivore","Aquatic predator","Aquatic",0,0,0,0
"Western Kingbird","WEKI","Tyrannus verticalis","TYRVER","Passeriformes","Passeriformes","Tyrannidae","Tyrant-flycatchers",105,"BL3","Western Kingbird",90,0,0,0,0,0,10,0,0,0,"Invertebrate",0,0,30,30,40,0,0,0,1,0,"Tyrannidae","Passeriformes",4,2,2,0,4,21.8,13.5,7.5,6.4,18.3,126.1,41.9,84.3,33.2,89.9,39.6,"Shrubland",3,3,"Carnivore","Invertivore","Insessorial",10,0,0,1
"Western Meadowlark","WEME","Sturnella neglecta","STUNEG","Passeriformes","Passeriformes","Icteridae","New World blackbirds",190,"BL3","Western Meadowlark",50,0,0,0,0,0,0,0,50,0,"Omnivore",0,0,100,0,0,0,0,0,1,0,"Icteridae","Passeriformes",5,2,3,0,4,33.8,22,6.1,7.5,35,117,32.5,84.5,27.8,71.6,100.1,"Grassland",3,2,"Omnivore","Invertivore","Terrestrial",50,0,1,1
"Western Sandpiper","WESA","Calidris mauri","CALMAU","Nonpasseriformes","Charadriiformes","Scolopacidae","Sandpipers and allies",59,"BL3","Western Sandpiper",90,0,0,0,0,0,0,0,10,0,"Invertebrate",0,50,50,0,0,0,0,0,1,0,"Scolopacidae","Charadriiformes",5,2,3,0,4,21,15.8,2.3,3.5,21,92.2,45.5,47.5,49,38.4,27.8,"Shrubland",3,3,"Carnivore","Aquatic predator","Terrestrial",10,0,0,0
"Western Tanager","WETA","Piranga ludoviciana","PIRLUD","Passeriformes","Passeriformes","Cardinalidae","Grosbeaks, saltators and allies",194,"BL3","Western Tanager",80,0,0,0,0,0,20,0,0,0,"Invertebrate",0,0,0,0,30,40,30,0,1,0,"Cardinalidae","Passeriformes",8,3,5,0,4,18.5,11.2,6.3,7.3,20.1,94.8,27.2,67.3,28.6,71.1,28.1,"Forest",1,3,"Carnivore","Invertivore","Insessorial",20,0,0,1
"Western Wood-Pewee","WEWP","Contopus sordidulus","CONSOR","Passeriformes","Passeriformes","Tyrannidae","Tyrant-flycatchers",105,"BL3","Western Wood-pewee",90,0,0,0,0,0,10,0,0,0,"Invertebrate",0,0,33,33,33,0,0,0,1,0,"Tyrannidae","Passeriformes",14,5,5,4,4,16.4,9.2,6.4,4.1,13.8,82.6,29,57.7,33.5,60.2,13.1,"Forest",1,3,"Carnivore","Invertivore","Insessorial",10,0,0,1
"White-breasted Nuthatch","WBNU","Sitta carolinensis","SITCAR","Passeriformes","Passeriformes","Sittidae","Nuthatches and Wallcreeper",173,"BL3","White-breasted Nuthatch",50,0,0,0,0,0,0,0,50,0,"Omnivore",0,0,0,33,33,33,0,0,NA,NA,"Sittidae","Passeriformes",5,2,3,0,4,19.1,12.2,4,4.2,18.5,88.6,27.6,60.9,31.2,48.8,21,"Forest",1,1,"Omnivore","Omnivore","Insessorial",50,0,1,1
"White-crowned Sparrow","WCSP","Zonotrichia leucophrys","ZONLEU","Passeriformes","Passeriformes","Emberizidae","Buntings, American sparrows and allies",192,"BL3","White-crowned Sparrow",10,0,0,0,0,0,10,0,70,10,"PlantSeed",0,0,80,10,10,0,0,0,1,0,"Passerellidae","Passeriformes",5,2,3,0,4,15.4,8.4,4.5,6,22.8,78.7,18.5,60.9,23.4,70.6,28,"Shrubland",2,3,"Omnivore","Omnivore","Generalist",80,0,1,0
"White-faced Ibis","WFIB","Plegadis chihi","PLECHI","Nonpasseriformes","Pelecaniformes","Threskiornithidae","Ibises and spoonbills",24,"BL3","White-faced Ibis",80,0,10,10,0,0,0,0,0,0,"Invertebrate",0,80,20,0,0,0,0,0,1,0,"Threskiornithidae","Pelecaniformes",6,3,3,0,4,118.7,99.4,10.3,14,86.1,246.5,93.8,149,38.6,95.5,616.9,"Wetland",3,2,"Carnivore","Aquatic predator","Terrestrial",0,0,0,0
"White-throated Sparrow","WTSP","Zonotrichia albicollis","ZONALB","Passeriformes","Passeriformes","Emberizidae","Buntings, American sparrows and allies",192,"BL3","White-throated Sparrow",20,0,0,0,0,0,20,0,50,10,"PlantSeed",0,0,90,10,0,0,0,0,1,0,"Passerellidae","Passeriformes",10,4,5,1,5,13.6,8.4,5.1,6.3,23,72.8,14.3,58.1,19.7,70.4,24.4,"Woodland",2,3,"Herbivore","Omnivore","Terrestrial",70,0,1,0
"White-throated Swift","WTSW","Aeronautes saxatalis","AERSAX","Nonpasseriformes","Apodiformes","Apodidae","Swifts",77,"BL3","White-throated Swift",100,0,0,0,0,0,0,0,0,0,"Invertebrate",0,0,10,0,0,0,90,0,1,0,"Apodidae","Caprimulgiformes",6,4,2,0,6,7,3,2.9,2.5,10.6,140.3,98.2,42.1,69.8,63.7,32.1,"Rock",1,1,"Carnivore","Invertivore","Aerial",0,0,0,1
"White-winged Dove","WWDO","Zenaida asiatica","ZENASI","Nonpasseriformes","Columbiformes","Columbidae","Doves and pigeons",65,"BL3","White-winged Dove",0,0,0,0,0,0,30,0,60,10,"PlantSeed",0,0,60,30,10,0,0,0,1,0,"Columbidae","Columbiformes",6,1,5,0,4,24,14.4,4.2,4.5,24.8,160.8,57,104.8,35.2,116.2,153,"Shrubland",2,1,"Herbivore","Granivore","Generalist",90,1,1,0
"Willet","WILL","Tringa semipalmata","TRISEM","Nonpasseriformes","Charadriiformes","Scolopacidae","Sandpipers and allies",59,"BL3","Willet",80,0,0,20,0,0,0,0,0,0,"Invertebrate",0,70,30,0,0,0,0,0,1,0,"Scolopacidae","Charadriiformes",4,2,2,0,4,67.4,46,4.5,7.2,65.4,203.5,97,106.6,47.6,73.8,245.7,"Coastal",3,3,"Carnivore","Aquatic predator","Terrestrial",0,0,0,0
"Willow Flycatcher","WIFL","Empidonax traillii","EMPTRA","Passeriformes","Passeriformes","Tyrannidae","Tyrant-flycatchers",105,"BL3","Willow Flycatcher",90,0,0,0,0,0,10,0,0,0,"Invertebrate",0,0,0,80,20,0,0,0,1,0,"Tyrannidae","Passeriformes",15,2,2,11,4,13.1,8.5,5.9,4.3,18.4,66.5,16.2,52.6,23.5,59.1,13.4,"Shrubland",2,3,"Carnivore","Invertivore","Insessorial",10,0,0,1
"Wilson's Phalarope","WIPH","Phalaropus tricolor","PHATRI","Nonpasseriformes","Charadriiformes","Scolopacidae","Sandpipers and allies",59,"BL3","Wilson's Phalarope",80,0,0,0,0,0,0,0,20,0,"Invertebrate",0,80,20,0,0,0,0,0,1,0,"Scolopacidae","Charadriiformes",5,2,3,0,4,27.3,17.8,3.4,3.8,23.2,127.8,73,57,56.2,59,59.4,"Wetland",3,3,"Carnivore","Aquatic predator","Terrestrial",20,0,0,0
"Wilson's Snipe","WISN","Gallinago delicata","GALDEL","Nonpasseriformes","Charadriiformes","Scolopacidae","Sandpipers and allies",59,"BL3","Wilson's Snipe",80,0,0,0,0,0,0,0,10,10,"Invertebrate",0,20,80,0,0,0,0,0,1,0,"Scolopacidae","Charadriiformes",5,2,3,0,4,66.9,57.7,4.6,6.6,29.4,128.4,59.5,68.5,46.5,55,112.9,"Wetland",3,3,"Carnivore","Aquatic predator","Terrestrial",10,0,0,0
"Wilson's Warbler","WIWA","Cardellina pusilla","CARPUS","Passeriformes","Passeriformes","Parulidae","New World warblers",171,"BL3","Wilson's Warbler",80,0,0,0,0,0,10,10,0,0,"Invertebrate",0,0,0,20,80,0,0,0,1,0,"Parulidae","Passeriformes",21,10,11,0,4,11.6,6.6,3.2,3.1,17.9,56.3,11.5,44.1,20.7,48.1,7,"Forest",1,3,"Carnivore","Invertivore","Insessorial",10,0,0,1
"Wood Stork","WOST","Mycteria americana","MYCAME","Nonpasseriformes","Ciconiiformes","Ciconiidae","Storks",23,"BL3","Wood Stork",20,0,10,70,0,0,0,0,0,0,"VertFishScav",0,50,50,0,0,0,0,0,1,0,"Ciconiidae","Ciconiiformes",5,1,4,0,4,224.5,187.7,34.6,44.7,191,455.9,165.1,281.8,37,190.8,2554.5,"Wetland",3,2,"Carnivore","Aquatic predator","Terrestrial",0,0,0,0
"Woodhouse's Scrub-Jay","WOSJ","Aphelocoma woodhouseii","APHWOO","Passeriformes","Passeriformes","Corvidae","Crows and jays",147,"BL3","Western Scrub-jay",20,20,10,0,0,10,20,0,20,0,"Omnivore",0,0,80,10,10,0,0,0,1,0,"Corvidae","Passeriformes",10,3,7,0,4,33.2,21.6,8.6,8.9,40.6,127.7,19.4,108.3,15.2,134.2,90.2,"Shrubland",2,1,"Omnivore","Omnivore","Terrestrial",40,0,1,0
"Yellow Warbler","YEWA","Setophaga petechia","SETPET","Passeriformes","Passeriformes","Parulidae","New World warblers",171,"BL3","Yellow Warbler",100,0,0,0,0,0,0,0,0,0,"Invertebrate",0,0,0,20,80,0,0,0,1,0,"Parulidae","Passeriformes",92,45,24,23,8,11.7,8,3.4,3.2,20,60.2,14.1,45.7,23.6,43.3,10.2,"Shrubland",1,3,"Carnivore","Invertivore","Insessorial",0,0,0,1
"Yellow-breasted Chat","YBCH","Icteria virens","ICTVIR","Passeriformes","Passeriformes","Parulidae","New World warblers",171,"BL3","Yellow-breasted Chat",80,0,0,0,0,0,20,0,0,0,"Invertebrate",0,0,0,100,0,0,0,0,1,0,"Icteriidae","Passeriformes",13,7,5,1,5,16.3,10.5,4.8,6.3,26.1,76.5,16.3,60.5,21.3,71.8,24.9,"Forest",2,1,"Carnivore","Invertivore","Insessorial",20,0,0,1
"Yellow-headed Blackbird","YHBL","Xanthocephalus xanthocephalus","XANXAN","Passeriformes","Passeriformes","Icteridae","New World blackbirds",190,"BL3","Yellow-headed Blackbird",100,0,0,0,0,0,0,0,0,0,"Invertebrate",0,0,90,10,0,0,0,0,1,0,"Icteridae","Passeriformes",5,2,3,0,4,22.5,14.6,6.6,9.1,32.9,129.4,34.2,92.6,27,101.9,62.7,"Wetland",2,2,"Herbivore","Granivore","Terrestrial",0,0,0,1
"Yellow-rumped Warbler","YRWA","Setophaga coronata","SETCOR","Passeriformes","Passeriformes","Parulidae","New World warblers",171,"BL3","Yellow-rumped Warbler",70,0,0,0,0,0,10,10,10,0,"Invertebrate",0,0,0,50,50,0,0,0,1,0,"Parulidae","Passeriformes",23,11,12,0,10,13.1,7.2,3.3,3.4,18.7,73.8,18.8,55.2,25.4,56.5,11.9,"Forest",1,3,"Carnivore","Invertivore","Insessorial",20,0,0,1
"Yellow-throated Warbler","YTWA","Setophaga dominica","SETDOM","Passeriformes","Passeriformes","Parulidae","New World warblers",171,"BL3","Yellow-throated Warbler",100,0,0,0,0,0,0,0,0,0,"Invertebrate",0,0,0,0,20,80,0,0,1,0,"Parulidae","Passeriformes",13,5,8,0,4,14.9,9.8,3,3.4,16.8,67.7,18.8,49,27.7,50.7,9.7,"Forest",2,3,"Carnivore","Invertivore","Insessorial",0,0,0,1
"Zone-tailed Hawk","ZTHA","Buteo albonotatus","BUTALB","Nonpasseriformes","Accipitriformes","Accipitridae","Osprey, kites, hawks and eagles",36,"BL3","Zone-tailed Hawk",0,70,30,0,0,0,0,0,0,0,"VertFishScav",0,0,50,20,30,0,0,0,1,0,"Accipitridae","Accipitriformes",5,1,3,1,3,35.1,21.1,12.7,16.9,70.4,398,159.7,236.7,40.3,217,745.9,"Forest",1,1,"Carnivore","Vertivore","Aerial",0,0,0,0
